rep,T_noise,algorithm,a_true,final_queries,final_nRMSE,K_max,K_sequence,coverage,radius,max_depth,auc_log_rmse
2,1000.0,CABIQAE_latentt,0.57,6250,0.001864990006623768,85,1 1 3 3 7 25 85,1.0,0.002591460562025971,44.0,-6.497546501522773
3,1000.0,BAE,0.57,75900,7.869853750785971e-06,99,9 37 99 89 91 93 91 91 93 91 91 93 91 91 91 93 91 91 91,1.0,0.000402743875295708,99.0,-6.531320258304241
3,1000.0,BIQAE,0.57,6300,0.0007889256924185073,89,1 3 3 7 23 89,1.0,0.002088540214433998,46.0,-7.148583466381893
3,1000.0,CABIQAE_latentt,0.57,7000,0.05143767470488636,99,1 1 1 9 29 99,0.0,0.001219701917201721,51.0,-3.3002802155873874
4,1000.0,BAE,0.57,66050,0.0004313925214280978,379,15 11 85 99 87 91 91 89 91 93 91 91 93 91 201 379,1.0,0.00033795983731232937,379.0,-6.319631620023827
4,1000.0,BIQAE,0.57,6450,0.0009484933048541366,91,1 1 3 3 7 23 91,1.0,0.002045903221523926,47.0,-6.986794798151205
4,1000.0,CABIQAE_latentt,0.57,5450,0.0002746243644867752,85,1 1 1 1 3 17 85,1.0,0.002507485146152122,44.0,-6.815808924999988
5,1000.0,BAE,0.57,68800,0.00032834743521481524,739,7 31 83 93 93 93 93 95 93 93 199 401 739,0.0,0.00028216026643901326,739.0,-6.012661211798946
5,1000.0,BIQAE,0.57,4800,0.002740298293109289,67,1 3 3 3 19 67,1.0,0.0027608924366362975,35.0,-6.214713338621621
5,1000.0,CABIQAE_latentt,0.57,6100,0.000481849186829586,85,1 1 3 7 25 85,1.0,0.0024837723497358466,44.0,-6.97485038153874
6,1000.0,BAE,0.57,78650,0.0005319330683579704,95,5 43 59 95 93 89 91 89 91 91 93 93 93 91 91 93 91 89 91 89,1.0,0.00042134083098821495,95.0,-5.689197249819007
6,1000.0,BIQAE,0.57,6550,0.001160471202029889,89,1 3 3 3 7 25 89,1.0,0.002081667408283139,46.0,-7.128881600396337
6,1000.0,CABIQAE_latentt,0.57,6050,0.0012828335534305069,83,1 1 3 3 7 23 83,1.0,0.0023775424015364255,43.0,-7.228046136916689
7,1000.0,BAE,0.57,77150,0.00023985769068457508,95,13 9 71 81 93 91 93 89 93 91 91 93 91 83 91 91 91 91 95 91,1.0,0.0004056557680229833,95.0,-6.775052496134934
7,1000.0,BIQAE,0.57,6600,0.0003666753307228765,93,1 1 1 3 3 7 23 93,1.0,0.002001448793485461,48.0,-7.375176556082992
7,1000.0,CABIQAE_latentt,0.57,6250,0.0010718950522832227,89,1 3 7 25 89,1.0,0.002261211129603924,46.0,-6.668745063762732
8,1000.0,BAE,0.57,76500,0.00014484902038769398,379,7 15 31 89 81 91 91 93 91 91 93 93 93 93 91 91 93 201 379,1.0,0.0002988792330211876,379.0,-6.516906017919904
8,1000.0,BIQAE,0.57,4550,0.00408196688642759,67,1 3 3 17 67,1.0,0.0027850439211802303,35.0,-6.111418181427848
8,1000.0,CABIQAE_latentt,0.57,6000,0.0002522396867317145,85,1 1 3 7 23 85,1.0,0.00249425914723328,44.0,-8.313618087191633
9,1000.0,BAE,0.57,76300,0.00043287755205778655,93,11 63 79 87 91 93 87 93 91 91 91 91 93 91 93 93 93 93 93,1.0,0.0004175652443674238,93.0,-6.822076560121301
9,1000.0,BIQAE,0.57,4700,0.0004873549393042964,65,1 3 3 3 19 65,1.0,0.0028440451152988433,34.0,-7.312270535449172
9,1000.0,CABIQAE_latentt,0.57,13850,0.0006783768476490426,181,1 3 3 3 21 65 181,1.0,0.0012247289076559587,92.0,-7.282096306865101
10,1000.0,BAE,0.57,75900,0.00014929490097270737,101,11 65 101 57 93 91 91 93 93 91 91 91 91 91 91 91 93 91 91,1.0,0.0004114224612691286,101.0,-7.146869213562336
10,1000.0,BIQAE,0.57,4800,0.0011655682946427603,65,1 1 1 3 3 3 19 65,1.0,0.0028399093640654183,34.0,-6.386031375467039
10,1000.0,CABIQAE_latentt,0.57,6400,0.002051846804966506,89,1 3 3 7 25 89,1.0,0.002280072832815949,46.0,-6.588176335876154
11,1000.0,BAE,0.57,72150,0.00013626119769727385,783,13 27 93 91 91 91 91 91 91 91 91 201 379 783,1.0,0.00026380125658265197,783.0,-7.079433182886527
11,1000.0,BIQAE,0.57,6500,0.00038153735393386956,89,1 1 3 3 3 7 23 89,1.0,0.0020952263394288795,46.0,-7.279355236600646
11,1000.0,CABIQAE_latentt,0.57,6700,0.0008142914012940761,89,1 3 3 9 29 89,1.0,0.0022324091041327487,46.0,-6.590894762796735
12,1000.0,BAE,0.57,76850,0.0001493663203071538,401,9 37 99 89 93 91 89 93 89 93 93 93 93 87 93 93 201 401,1.0,0.0003129816464375601,401.0,-6.233700720328702
12,1000.0,BIQAE,0.57,4900,0.0015920426922939601,65,1 1 3 7 21 65,1.0,0.002817243614074927,34.0,-6.535582770348017
12,1000.0,CABIQAE_latentt,0.57,6900,0.00046242391942230565,97,1 3 3 7 27 97,1.0,0.0015610003843273268,50.0,-6.7527789124538495
1,1000.0,BAE,0.58,79400,0.0005885556577596152,759,5 9 55 65 99 99 99 99 99 195 371 391 759,1.0,0.0002420309614644678,759.0,-7.768754901419189
1,1000.0,BIQAE,0.58,10650,0.0006203995709486154,155,1 1 1 3 13 39 155,1.0,0.001200683417566406,79.0,-6.788091910760444
1,1000.0,CABIQAE_latentt,0.58,5350,0.0018028849427254023,75,1 1 3 3 3 21 75,1.0,0.0027777019119372692,39.0,-6.5001538118888025
2,1000.0,BAE,0.58,51650,0.0002679808008603235,781,7 13 29 97 95 99 101 197 393 781,1.0,0.00028350799638232616,781.0,-7.681308684942283
2,1000.0,BIQAE,0.58,15050,0.0005872560907511648,213,1 3 3 3 19 59 213,1.0,0.0008698252467841394,108.0,-8.04719348613548
2,1000.0,CABIQAE_latentt,0.58,10450,0.035231930645533094,153,1 1 1 1 9 43 153,0.0,0.0014293617324405705,78.0,-3.5405420769412825
3,1000.0,BAE,0.58,58200,6.766531353008531e-06,763,9 35 47 95 97 99 97 99 195 389 763,1.0,0.00028482668313623005,763.0,-6.5475102683855475
3,1000.0,BIQAE,0.58,15800,6.47306901289113e-05,231,1 1 3 3 3 17 57 231,1.0,0.0008033241992810303,117.0,-7.533193714571203
3,1000.0,CABIQAE_latentt,0.58,6350,0.007653471777017362,105,1 1 1 1 3 15 105,0.0,0.0013509556855432758,54.0,-4.774535589969789
4,1000.0,BAE,0.58,72400,0.000426487099566053,371,7 43 71 97 97 99 97 195 369 371 331,1.0,0.00026856274144027026,371.0,-6.061635448620671
4,1000.0,BIQAE,0.58,14000,0.0007548248700184335,195,1 3 3 17 61 195,1.0,0.0009372895129232672,99.0,-7.016382921301174
4,1000.0,CABIQAE_latentt,0.58,5500,0.00012941886079587128,75,1 1 3 7 23 75,1.0,0.002679169238624879,39.0,-7.602148080198945
5,1000.0,BAE,0.58,79750,0.00019468458103122366,783,9 55 91 101 99 97 81 99 197 373 391 783,1.0,0.0002353480237402561,783.0,-6.491629293330759
5,1000.0,BIQAE,0.58,16600,0.00023724317087969737,239,1 3 3 3 3 19 61 239,1.0,0.0007729647560395514,121.0,-7.778663921240639
5,1000.0,CABIQAE_latentt,0.58,4750,0.0015512806006174884,65,1 1 3 3 3 19 65,1.0,0.002968704156134039,34.0,-6.664797500752181
6,1000.0,BAE,0.58,56350,0.0006089231295779429,767,11 43 87 99 99 99 99 197 391 767,0.0,0.00028423458544757363,767.0,-6.227343997097723
6,1000.0,BIQAE,0.58,14150,0.00039079168787592433,195,1 1 1 3 3 3 19 57 195,1.0,0.0009424166053311755,99.0,-7.36665093124302
6,1000.0,CABIQAE_latentt,0.58,5550,0.001161051299376048,77,1 3 7 23 77,1.0,0.002557487344146958,40.0,-6.751601330255028
7,1000.0,BAE,0.58,64800,0.00041254382991617877,395,11 43 69 97 97 93 97 195 197 395 353,1.0,0.000303601415136856,395.0,-6.879547126009756
7,1000.0,BIQAE,0.58,13400,0.0008751218615419276,189,1 3 3 15 57 189,1.0,0.0009574185014724068,96.0,-6.378141664888984
7,1000.0,CABIQAE_latentt,0.58,13100,6.138216889850501e-05,173,1 1 3 3 3 19 59 173,1.0,0.0012891668542054369,88.0,-8.672559560220844
8,1000.0,BAE,0.58,71050,0.0002875109875486448,725,9 51 99 99 99 99 197 373 393 725,1.0,0.00024030896787485823,725.0,-6.527309004525829
8,1000.0,BIQAE,0.58,13850,0.0001664146290655255,197,1 1 3 3 15 57 197,1.0,0.0009365935291559824,100.0,-8.140943674875803
8,1000.0,CABIQAE_latentt,0.58,12300,0.0008403122990690015,155,1 1 3 3 3 19 61 155,1.0,0.0013234126899350773,79.0,-7.569148849139031
9,1000.0,BAE,0.58,77150,0.0006469777422405398,747,11 63 87 29 97 97 99 99 193 371 395 747,1.0,0.0002494955697747159,747.0,-6.185645768914844
9,1000.0,BIQAE,0.58,14050,0.00010513153558111554,195,1 1 1 3 3 3 17 57 195,1.0,0.0009460271496314343,99.0,-7.2088752467108
9,1000.0,CABIQAE_latentt,0.58,5400,0.0023902005643854363,77,1 3 3 3 21 77,1.0,0.002621000466224377,40.0,-6.494949725897429
10,1000.0,BAE,0.58,71300,0.00027206786590472376,391,11 67 97 99 97 97 195 195 197 369 391,1.0,0.0002756150683895786,391.0,-6.365927786911817
10,1000.0,BIQAE,0.58,4750,0.0017562968112603272,65,1 1 3 3 3 19 65,1.0,0.0027839142586752463,34.0,-6.37663525631187
10,1000.0,CABIQAE_latentt,0.58,5700,0.0008040987984558878,75,1 3 3 7 25 75,1.0,0.0026534003822465957,39.0,-6.597984474845027
11,1000.0,BAE,0.58,72900,0.0002503430436792131,395,7 31 81 95 99 97 101 199 373 373 395,1.0,0.0002668341811715713,395.0,-6.366977091637457
11,1000.0,BIQAE,0.58,5200,0.0019403268705819876,71,1 1 3 3 3 3 19 71,1.0,0.0025294009604067136,37.0,-6.3474078599934245
11,1000.0,CABIQAE_latentt,0.58,7050,0.0004071349583362194,99,1 1 3 3 7 27 99,1.0,0.002054609935089158,51.0,-7.115433066157252
12,1000.0,BAE,0.58,55950,0.0006091096311769961,747,13 27 91 99 101 99 95 199 393 747,1.0,0.00028561207804556066,747.0,-6.058608049230214
12,1000.0,BIQAE,0.58,5950,0.0006247687392268997,81,1 1 3 3 7 23 81,1.0,0.0022709464579964145,42.0,-7.091250772670642
12,1000.0,CABIQAE_latentt,0.58,5200,0.0009248895537423696,75,1 3 3 3 19 75,1.0,0.0027640731004925367,39.0,-7.214919841325125
1,inf,BAE,0.38,54950,0.00021244292056143976,727,11 19 89 99 99 99 95 193 393 727,1.0,0.00014885825683735865,727.0,-7.319081197263416
1,inf,BIQAE,0.38,12600,4.132896647490725e-05,179,1 3 3 13 53 179,1.0,0.0010052848457191843,91.0,-7.413856072783504
1,inf,CABIQAE_latentt,0.38,10700,0.0023286967151241456,155,1 1 3 13 41 155,1.0,0.0011694164172348365,79.0,-6.8785520854060005
2,inf,BAE,0.38,70000,0.00042870364217928447,401,11 17 7 93 99 93 95 101 95 197 197 393 401,1.0,0.00019079120804721406,401.0,-7.519217460835604
2,inf,BIQAE,0.38,9750,0.0007748910252329821,141,1 1 1 3 11 37 141,1.0,0.001291415843510585,72.0,-6.913623039880405
2,inf,CABIQAE_latentt,0.38,9700,0.0006411373159449507,141,1 1 3 11 37 141,1.0,0.001287265233264917,72.0,-6.350954896697744
3,inf,BAE,0.38,57600,0.000137575788659694,801,9 17 57 91 101 95 95 99 197 389 801,1.0,0.00014451665109477263,801.0,-7.820113390540852
3,inf,BIQAE,0.38,9400,0.0014277744722333008,131,1 1 1 1 1 1 3 11 37 131,1.0,0.0013895494950914022,67.0,-6.033301553013428
3,inf,CABIQAE_latentt,0.38,9850,0.0005519701275016331,143,1 1 1 3 11 37 143,1.0,0.0012744996992912483,73.0,-7.5992039656594015
4,inf,BAE,0.38,62350,0.00040840292121147037,765,7 27 35 85 101 95 101 97 101 197 399 765,1.0,0.000147519970504828,765.0,-6.072768209567594
4,inf,BIQAE,0.38,13350,0.0008626352530115566,193,1 1 3 3 15 51 193,1.0,0.0009451410127868098,98.0,-6.141780531310615
4,inf,CABIQAE_latentt,0.38,13250,0.001336937005446126,193,1 1 3 3 13 51 193,1.0,0.0009398192043294784,98.0,-7.520728944965323
5,inf,BAE,0.38,51450,0.0003643983024426145,769,11 19 7 101 97 101 101 197 393 769,1.0,0.00015347896603096212,769.0,-6.490637431454004
5,inf,BIQAE,0.38,10650,0.0002094533589847014,153,1 1 3 3 13 39 153,1.0,0.0011905922215675047,78.0,-7.04057299188679
5,inf,CABIQAE_latentt,0.38,13700,0.0003455139340893254,195,1 1 1 3 3 15 55 195,1.0,0.0009267137320509156,99.0,-7.117329135530431
6,inf,BAE,0.38,59000,4.238808403100869e-05,793,17 59 33 91 95 95 101 99 197 391 793,1.0,0.00014166614542382439,793.0,-5.712346735899339
6,inf,BIQAE,0.38,13750,3.308646139732474e-05,197,1 1 3 3 15 55 197,1.0,0.0009155006005254485,100.0,-7.037541606713188
6,inf,CABIQAE_latentt,0.38,4650,0.0022995235030436323,69,1 3 3 17 69,1.0,0.002603254386041892,36.0,-5.385182522870225
7,inf,BAE,0.38,59800,1.779360231535243e-05,791,9 17 93 101 99 95 95 101 197 387 791,1.0,0.00013940199246798013,791.0,-6.011439794178066
7,inf,BIQAE,0.38,11000,0.0010449683655533448,157,1 1 1 3 3 13 41 157,1.0,0.0011637423584050233,80.0,-6.645142910965438
7,inf,CABIQAE_latentt,0.38,10600,0.0011444637319606432,153,1 3 3 13 39 153,1.0,0.001176088271550968,78.0,-7.6637882603979355
8,inf,BAE,0.38,53850,0.0003834463771110741,793,5 33 47 95 101 95 101 197 401 793,1.0,0.0001436974091875709,793.0,-6.206075186279714
8,inf,BIQAE,0.38,4550,0.0008594418583580676,65,1 1 1 3 3 17 65,1.0,0.0028064089595782327,34.0,-6.614894541044065
8,inf,CABIQAE_latentt,0.38,13700,0.000598057100871241,195,1 1 1 3 3 15 55 195,1.0,0.0009264055409016481,99.0,-6.414353906399922
9,inf,BAE,0.38,55950,2.3197475695901915e-05,801,13 19 99 97 99 99 99 195 397 801,1.0,0.0001489033170172238,801.0,-6.71897230325604
9,inf,BIQAE,0.38,13450,0.000351028290784261,195,1 1 3 3 13 53 195,1.0,0.0009351512702586995,99.0,-7.249888228665032
9,inf,CABIQAE_latentt,0.38,10700,0.0010509901676137856,155,1 1 1 1 3 13 39 155,1.0,0.0011749943018938003,79.0,-6.724225347525517
10,inf,BAE,0.38,52250,9.011396086888723e-06,789,9 17 45 89 101 99 101 195 387 789,1.0,0.00014240505535156878,789.0,-7.172575172608765
10,inf,BIQAE,0.38,4650,6.823799032273925e-06,65,1 1 3 3 3 17 65,1.0,0.0028091008108133975,34.0,-9.701462516283781
10,inf,CABIQAE_latentt,0.38,12950,0.001135704763452594,183,1 1 3 3 15 53 183,1.0,0.0009825665945512874,93.0,-6.193692256916014
11,inf,BAE,0.38,65300,0.00036111354083567804,775,15 51 59 93 101 97 101 191 195 401 775,1.0,0.00013826912856435003,775.0,-5.435074031114452
11,inf,BIQAE,0.38,10800,0.0007463074220181998,157,1 1 3 13 41 157,1.0,0.0011607102185605123,80.0,-7.40317028691167
11,inf,CABIQAE_latentt,0.38,13650,0.00012485719516730498,195,1 1 3 3 15 55 195,1.0,0.0009295343580147664,99.0,-7.164703305500122
12,inf,BAE,0.38,55850,0.0003201962301072614,763,11 19 89 95 101 101 101 199 399 763,1.0,0.00014769504288419943,763.0,-7.2797215630904155
12,inf,BIQAE,0.38,9100,0.0024438372505924955,129,1 1 1 1 3 11 35 129,1.0,0.0014096429232473284,66.0,-6.1248859386217
12,inf,CABIQAE_latentt,0.38,13500,0.00015239340154771241,195,1 1 1 3 3 15 51 195,1.0,0.0009353412081256895,99.0,-7.282124205520137
1,inf,BAE,0.46,58900,0.00020973816232716658,791,7 33 101 59 93 93 95 95 199 401 791,1.0,0.0001477411683348806,791.0,-7.089303543999101
1,inf,BIQAE,0.46,11300,0.0001477884331375634,161,1 3 9 9 43 161,1.0,0.0011598130412430463,82.0,-7.50343841814459
1,inf,CABIQAE_latentt,0.46,9050,0.0006755266318725361,125,1 1 3 3 9 39 125,1.0,0.0014705641798634372,64.0,-7.651579945505526
2,inf,BAE,0.46,58200,0.0001283535891205556,793,13 53 49 73 93 93 101 101 197 389 793,1.0,0.00012031009951968263,793.0,-5.995117579641935
2,inf,BIQAE,0.46,4350,0.009772854337878778,61,1 3 7 15 61,0.0,0.002777555789564845,32.0,-5.159988056276434
2,inf,CABIQAE_latentt,0.46,13850,0.0008708073768909363,201,1 1 3 11 11 49 201,1.0,0.0009292895505243204,102.0,-6.507363473584936
3,inf,BAE,0.46,59000,0.00039273355350943895,793,9 17 69 97 101 91 95 97 201 401 793,1.0,0.0001416049631063343,793.0,-6.680763529477682
3,inf,BIQAE,0.46,11650,0.0006191709038321225,163,1 3 7 7 7 45 163,1.0,0.0011469483301442263,83.0,-7.222645646005589
3,inf,CABIQAE_latentt,0.46,14050,1.9311790358966796e-05,197,1 3 7 7 15 51 197,1.0,0.0009465918444596932,100.0,-8.169861836777104
4,inf,BAE,0.46,64050,0.0003106950068614278,793,7 33 83 91 91 93 91 95 101 195 399 793,1.0,0.00014801873527181542,793.0,-7.678805902352991
4,inf,BIQAE,0.46,9950,3.4687400734867424e-05,145,1 1 3 3 9 37 145,1.0,0.0012659228444154846,74.0,-7.462408067363452
4,inf,CABIQAE_latentt,0.46,11400,9.916071522098058e-05,157,1 1 3 7 7 7 45 157,1.0,0.0011826114116711417,80.0,-7.712909493633678
5,inf,BAE,0.46,66550,0.00040222951723833944,787,17 59 87 91 93 95 93 101 101 199 393 787,1.0,0.00015024964178833589,787.0,-6.54580499656676
5,inf,BIQAE,0.46,12400,0.0008721040629706689,167,1 1 3 7 7 15 47 167,1.0,0.0010893632703492528,85.0,-6.497340820357129
5,inf,CABIQAE_latentt,0.46,4400,0.007773997819398248,59,1 1 3 7 17 59,0.0,0.002760198574840722,31.0,-5.078856846115098
6,inf,BAE,0.46,64150,0.0006530819284196188,781,11 23 87 99 93 93 93 95 93 197 397 781,1.0,0.00015385077831858718,781.0,-6.998871602522561
6,inf,BIQAE,0.46,14500,0.00037944911571963225,203,1 1 3 7 7 15 53 203,1.0,0.0009192172276812349,103.0,-6.558324637411264
6,inf,CABIQAE_latentt,0.46,8450,0.00299769210987455,117,1 1 3 7 7 33 117,1.0,0.0015845383524931977,60.0,-6.424843219298827
7,inf,BAE,0.46,63850,0.000135983635387249,789,9 17 99 91 93 91 93 101 85 199 397 789,1.0,0.00015147019478300994,789.0,-7.762532897159934
7,inf,BIQAE,0.46,14350,0.0008664148305259634,203,1 3 9 9 9 53 203,1.0,0.000922813483423518,103.0,-5.914844841982319
7,inf,CABIQAE_latentt,0.46,14300,0.00025936309332852403,201,1 1 3 7 7 15 51 201,1.0,0.0009280735174829469,102.0,-7.435338328711346
8,inf,BAE,0.46,63250,0.0003518393109697149,777,9 17 69 95 99 91 95 101 91 201 395 777,1.0,0.00013988881618243187,777.0,-7.585332668473681
8,inf,BIQAE,0.46,11350,0.001059482132624856,159,1 3 7 7 7 43 159,1.0,0.0011768210105338739,81.0,-8.487984413451565
8,inf,CABIQAE_latentt,0.46,11200,0.0007068534232256285,159,1 1 3 3 7 7 43 159,1.0,0.0011712251297215093,81.0,-7.355655791021687
9,inf,BAE,0.46,67050,1.7770313923359815e-05,395,9 17 79 91 93 95 93 101 95 93 95 93 91 95 199 395,1.0,0.0002558148278310468,395.0,-8.1978073758208
9,inf,BIQAE,0.46,10600,0.001903455216597072,155,1 3 7 7 39 155,1.0,0.0012105862701038972,79.0,-7.156265743626552
9,inf,CABIQAE_latentt,0.46,8850,0.00010846891265225977,123,1 1 3 7 7 35 123,1.0,0.0015036908593178688,63.0,-7.454306427091559
10,inf,BAE,0.46,51200,2.140061073974131e-05,793,17 23 93 101 93 95 199 401 793,1.0,0.00014990766662348332,793.0,-6.323784359029913
10,inf,BIQAE,0.46,10700,0.0012087163931387979,153,1 1 3 3 7 7 39 153,1.0,0.0012246260900275752,78.0,-6.553770997725286
10,inf,CABIQAE_latentt,0.46,11500,0.0009383971264442792,161,1 1 3 7 7 7 43 161,1.0,0.0011577741932523034,82.0,-6.73357865401286
11,inf,BAE,0.46,71850,7.170545705115217e-05,785,7 29 55 81 101 89 93 95 95 95 95 199 401 785,1.0,0.00014487643017235818,785.0,-6.6446107009154485
11,inf,BIQAE,0.46,11100,0.000783552360565043,157,1 3 9 9 43 157,1.0,0.0011867930415121464,80.0,-7.375636085385454
11,inf,CABIQAE_latentt,0.46,12050,0.0021438216617457595,169,1 3 7 7 7 47 169,1.0,0.0010955440505056036,86.0,-6.138330903907006
12,inf,BAE,0.46,72350,0.00018469627067141392,785,7 17 67 99 93 91 91 93 101 93 101 201 391 785,1.0,0.00015194319505074105,785.0,-6.454252892426167
12,inf,BIQAE,0.46,6350,0.00016342988351603083,87,1 3 7 29 87,1.0,0.0020977409221257515,45.0,-7.3023516020341
12,inf,CABIQAE_latentt,0.46,6550,0.014429500075058055,105,1 1 3 21 105,0.0,0.00178917517142832,54.0,-4.153062551697806
1,inf,BAE,0.47,58050,0.00038556884472984443,793,7 63 89 101 101 101 99 199 399 793,1.0,0.00015534482085577395,793.0,-5.881282838405921
1,inf,BIQAE,0.47,5750,0.00707029870962983,81,1 3 9 21 81,0.0,0.002104776790593871,42.0,-5.2071636775653705
1,inf,CABIQAE_latentt,0.47,4700,0.00155189875327566,63,1 1 3 13 13 63,1.0,0.0029345150902897743,33.0,-6.367417387065862
2,inf,BAE,0.47,56250,0.00042478276556112693,781,9 41 77 97 99 99 101 201 399 781,1.0,0.0001503118362357614,781.0,-7.616982577527469
2,inf,BIQAE,0.47,15350,0.0005596759907757765,217,1 3 9 9 9 59 217,1.0,0.0008649608501661854,110.0,-7.2501739019062015
2,inf,CABIQAE_latentt,0.47,15300,3.285516718165571e-05,219,1 3 7 15 61 219,1.0,0.0008457390461888148,111.0,-7.700887318715948
3,inf,BAE,0.47,53150,0.00046130076891892635,795,7 45 31 101 99 99 99 201 379 795,1.0,0.0001480653096865847,795.0,-6.886193729767555
3,inf,BIQAE,0.47,14800,0.0013131985967657078,207,1 1 3 3 11 11 59 207,1.0,0.0009003425371613416,105.0,-6.499314808371116
3,inf,CABIQAE_latentt,0.47,5150,0.0011203348234612998,61,1 1 3 9 9 19 61,1.0,0.0029511519197467084,32.0,-7.046078918098852
4,inf,BAE,0.47,70950,5.346996765243084e-06,793,7 27 97 101 99 101 201 383 401 793,1.0,0.00014329752082919978,793.0,-8.715815863322835
4,inf,BIQAE,0.47,5100,0.001721394282250377,69,1 1 3 9 19 69,1.0,0.002562202074987585,36.0,-6.1704624682558045
4,inf,CABIQAE_latentt,0.47,5800,0.004526048576465103,77,1 1 3 9 25 77,0.0,0.001931122723686285,40.0,-5.416527536846466
5,inf,BAE,0.47,54950,1.5485494828548774e-05,783,9 19 77 101 97 99 101 193 401 783,1.0,0.00015054397155223054,783.0,-5.531519006925351
5,inf,BIQAE,0.47,5350,0.001256851439974005,71,1 1 3 7 7 17 71,1.0,0.0025541207820850564,37.0,-6.174626211890965
5,inf,CABIQAE_latentt,0.47,10950,0.00244524681549918,153,1 1 3 9 9 43 153,1.0,0.0012167326872180584,78.0,-6.692667015579778
6,inf,BAE,0.47,74600,2.411498472543183e-05,385,9 39 79 101 101 101 99 201 379 381 385,1.0,0.00019761557050124168,385.0,-7.83249908890871
6,inf,BIQAE,0.47,6000,0.0018260167828028084,71,1 3 11 11 23 71,1.0,0.0024954008662409766,37.0,-5.789918919430005
6,inf,CABIQAE_latentt,0.47,15450,0.0004443919663277285,219,1 1 5 11 11 61 219,1.0,0.0008481530798089554,111.0,-6.923954242039857
7,inf,BAE,0.47,75000,0.00012925951329090246,791,9 35 81 99 99 99 99 199 377 401 791,1.0,0.00014029083297639744,791.0,-6.933935683501646
7,inf,BIQAE,0.47,15350,0.0008426123424378762,213,1 3 7 7 15 61 213,1.0,0.0008778739234526212,108.0,-7.452220599469184
7,inf,CABIQAE_latentt,0.47,17750,0.0005802605899386526,255,1 1 3 3 7 7 17 61 255,1.0,0.0007365157731366312,129.0,-6.841407279287176
8,inf,BAE,0.47,59550,0.0001434666286767028,773,7 63 83 21 27 97 101 91 101 199 399 773,1.0,0.0001489317899673881,773.0,-7.5730343675301715
8,inf,BIQAE,0.47,11600,0.0017227130019670245,159,1 3 9 9 51 159,1.0,0.0011606227431217309,81.0,-7.4920786577665535
8,inf,CABIQAE_latentt,0.47,11650,0.00012451693034831735,165,1 1 3 9 9 45 165,1.0,0.001128115105071631,84.0,-7.295337290236329
9,inf,BAE,0.47,76900,8.254035870747245e-05,793,7 19 11 91 75 95 101 97 95 199 375 371 793,1.0,0.00013068271914240537,793.0,-6.450875570754262
9,inf,BIQAE,0.47,12300,0.0011107243589596472,167,1 1 3 3 9 9 53 167,1.0,0.001104666154419509,85.0,-6.693390407346237
9,inf,CABIQAE_latentt,0.47,15500,0.000744893716471573,213,1 1 3 7 7 17 61 213,1.0,0.0008697642573594067,108.0,-6.960366204904511
10,inf,BAE,0.47,55900,0.00012192914576902858,783,7 43 67 25 101 97 101 95 201 379 783,1.0,0.0001526816253327734,783.0,-6.42942600992711
10,inf,BIQAE,0.47,14600,0.00070188268199467,209,1 3 11 11 57 209,1.0,0.0008990221335722914,106.0,-7.060037070133394
10,inf,CABIQAE_latentt,0.47,5400,0.003452179910655717,67,1 3 9 9 19 67,1.0,0.0027135371458252566,35.0,-5.996015278258372
11,inf,BAE,0.47,52350,0.0005218423793358351,787,7 15 99 27 97 101 99 201 399 787,0.0,0.00014504953907962248,787.0,-6.588564488968809
11,inf,BIQAE,0.47,10400,0.00033352176289325186,153,1 3 7 7 37 153,1.0,0.0012360816196933522,78.0,-7.004336032014841
11,inf,CABIQAE_latentt,0.47,8650,0.019092736459340065,151,1 1 3 17 151,0.0,0.001257902209975209,77.0,-4.106093323605471
12,inf,BAE,0.47,51800,0.00043262143791100716,783,13 27 97 101 99 97 199 401 783,1.0,0.00014805684935287333,783.0,-5.577746449596239
12,inf,BIQAE,0.47,6050,0.004216120808251178,73,1 3 7 7 15 15 73,1.0,0.0024888057802170682,38.0,-5.999170779350522
12,inf,CABIQAE_latentt,0.47,12150,0.0020942629837661375,169,1 1 3 9 9 51 169,1.0,0.0010925128232882608,86.0,-6.5775873353802226
1,inf,BAE,0.49,68950,9.996490444730277e-05,381,9 55 87 99 101 99 201 359 367 381,1.0,0.00019001591402290074,381.0,-6.328477499326978
1,inf,BIQAE,0.49,6450,0.00044026384453021983,59,1 1 3 7 29 29 59,1.0,0.0026317076794201977,31.0,-6.643535563158247
1,inf,CABIQAE_latentt,0.49,12850,0.0005150805411341386,171,1 1 3 11 35 35 171,1.0,0.0010855295285178146,87.0,-7.586723520718443
2,inf,BAE,0.49,71800,0.00021147392519083041,401,7 33 69 101 97 97 99 201 361 369 401,1.0,0.00020723753675294665,401.0,-6.773672325850779
2,inf,BIQAE,0.49,12550,0.0010686351553750306,167,1 1 3 9 35 35 167,1.0,0.0011160531741275237,85.0,-6.781346106858626
2,inf,CABIQAE_latentt,0.49,5000,0.004408552679559419,41,1 1 3 13 41 41,1.0,0.0023470680052102844,22.0,-5.836179265336712
3,inf,BAE,0.49,74750,0.0005140802003581468,369,11 17 79 97 75 95 97 91 201 369 361 363,0.0,0.00020564959304414376,369.0,-5.67549301505035
3,inf,BIQAE,0.49,15750,0.0003636768002786006,213,1 3 7 19 19 53 213,1.0,0.0008514254928737586,108.0,-6.6170247071749095
