rep,T_noise,algorithm,a_true,final_queries,final_nRMSE,K_max,K_sequence,coverage,radius,max_depth,auc_log_rmse
7,50.0,CABIQAE_latentt,0.47,12350,0.012160951979641066,41,1 3 3 7 7 7 7 7 41 41 41 41 41,0.0,0.0029718458145587545,22.0,-5.481558855774678
8,50.0,BAE,0.47,79650,0.002143496520503052,55,9 21 35 49 49 47 49 53 49 51 51 53 53 55 49 51 51 49 53 53 53 51 53 51 51 51 53 49 47 53 49 51 49 49,1.0,0.0013854572575944246,55.0,-6.142201715511204
8,50.0,BIQAE,0.47,14550,0.000161090848022738,201,1 3 9 9 9 59 201,1.0,0.0009231740292031387,102.0,-7.16215518975977
8,50.0,CABIQAE_latentt,0.47,16600,0.005716329172015033,63,1 3 7 7 31 31 63 63 63 63,0.0,0.002642854251836607,33.0,-5.96472935154817
9,50.0,BAE,0.47,79050,0.00011581390526171909,53,15 29 23 43 49 49 49 49 51 49 49 53 51 49 51 51 51 51 53 49 51 51 49 53 51 51 51 51 51 51 51 53 51 51,1.0,0.0013853027435826726,53.0,-5.0266423062925
9,50.0,BIQAE,0.47,11900,9.016894279456622e-05,165,1 1 5 13 53 165,1.0,0.001118144163179846,84.0,-7.933698625112852
9,50.0,CABIQAE_latentt,0.47,20150,0.012052372071144068,83,1 3 7 7 7 7 41 41 41 41 41 83 83,0.0,0.002405528955662345,43.0,-5.618664447267451
10,50.0,BAE,0.47,79450,0.0009025639774988825,57,9 17 39 51 51 51 49 51 51 49 49 49 49 51 47 51 51 51 51 51 51 51 55 51 51 53 51 51 51 49 51 51 53 57,1.0,0.0013961771956499947,57.0,-6.25862525057317
10,50.0,BIQAE,0.47,15100,0.00016951500375284034,213,1 1 3 9 9 9 57 213,1.0,0.0008806306429407218,108.0,-7.146438571991661
10,50.0,CABIQAE_latentt,0.47,18500,0.013185127125978857,83,1 3 7 15 15 41 41 41 41 41 41 83,0.0,0.002898038828204691,43.0,-5.903695592990154
11,50.0,BAE,0.47,79450,0.0002642734211144582,65,9 17 47 57 65 53 55 51 53 55 55 53 53 55 55 55 53 53 55 55 55 53 53 51 55 51 53 53 53 53 53 53,1.0,0.0013802548324461927,65.0,-7.160387520664085
11,50.0,BIQAE,0.47,15700,0.0007727377764774612,229,1 3 11 11 59 229,1.0,0.0007963181441910383,116.0,-6.3729900831525566
11,50.0,CABIQAE_latentt,0.47,12200,0.013034478328484145,41,1 3 7 7 7 7 7 41 41 41 41 41,0.0,0.0026392537987285913,22.0,-5.230605086696793
12,50.0,BAE,0.47,78000,0.0019123065832614694,67,11 25 45 67 55 49 47 49 47 49 49 49 49 51 49 49 51 51 53 51 51 49 51 51 51 53 51 51 51 51 51 51 49,1.0,0.0013422339195535704,67.0,-5.319834801410638
12,50.0,BIQAE,0.47,11100,0.0016996816920868962,157,1 3 9 9 43 157,1.0,0.00119118474280408,80.0,-6.729735178050073
12,50.0,CABIQAE_latentt,0.47,10250,0.009419441546945073,41,1 1 3 9 9 9 9 41 41 41 41,0.0,0.002617378597452369,22.0,-5.848996404418181
1,50.0,BAE,0.49,79050,0.0009777502787207126,37,13 5 35 35 37 33 27 29 31 27 27 29 27 27 31 29 29 29 29 29 29 31 31 31 31 29 29 31 31 31 35 29 31 31 31 31 31 31 31 33 31 31 31 31 29 31 29 31 31 33 31 31 33 31,1.0,0.0013277227461354624,37.0,-5.426083226295546
1,50.0,BIQAE,0.49,12550,0.0007060098245339486,165,1 3 7 25 25 25 165,1.0,0.00114230702904633,84.0,-7.065185242985157
1,50.0,CABIQAE_latentt,0.49,16850,0.014568292455931164,19,1 1 3 9 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19,0.0,0.0029444783339838965,11.0,-4.717170287591533
2,50.0,BAE,0.49,78600,1.4290978116671127e-05,35,9 27 19 17 25 21 29 29 31 27 33 33 35 35 31 31 31 33 31 27 31 29 29 29 29 31 29 27 29 27 25 29 29 29 31 29 31 31 33 29 31 31 31 29 31 31 29 31 29 31 31 33 31 31 31,1.0,0.0013675803173455736,35.0,-7.0350432289685205
2,50.0,BIQAE,0.49,7050,0.0036652616952170813,63,1 1 3 11 31 31 63,1.0,0.0025225969528278047,33.0,-6.142041709529103
2,50.0,CABIQAE_latentt,0.49,13000,0.010762005908587668,19,1 3 9 19 19 19 19 19 19 19 19 19 19 19 19 19,0.0,0.002874467214993265,11.0,-6.442234842080155
3,50.0,BAE,0.49,79250,7.87802012696126e-05,35,7 19 21 35 33 33 29 31 29 27 29 33 29 31 31 29 31 29 29 27 29 29 29 29 29 29 29 29 27 29 27 29 31 29 29 31 31 27 31 29 29 29 29 27 29 31 29 31 29 29 29 29 31 27 31 29,1.0,0.0013779428266887939,35.0,-6.769170429748659
3,50.0,BIQAE,0.49,9150,0.00014934498410712482,131,1 3 11 37 131,1.0,0.0014179513594730075,67.0,-7.302762659181181
3,50.0,CABIQAE_latentt,0.49,18200,0.014342953221381238,19,1 3 9 9 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19,0.0,0.0029967597119845424,11.0,-5.182144955025224
4,50.0,BAE,0.49,78400,0.001624086837851202,41,5 41 11 27 33 39 37 39 33 25 31 31 29 29 31 29 33 33 31 35 29 31 31 29 31 31 33 33 31 31 29 33 31 33 31 33 31 33 33 33 35 33 35 33 33 37 33 33 31 31 33,1.0,0.0013998757280689889,41.0,-5.354083775500933
4,50.0,BIQAE,0.49,12900,0.0007457472054757108,179,1 3 9 33 33 179,1.0,0.001050032356131686,91.0,-6.457946419736112
4,50.0,CABIQAE_latentt,0.49,11050,0.006678526092081749,15,1 3 7 15 15 15 15 15 15 15 15 15 15 15 15 15 15,0.0,0.0028545674678027155,9.0,-5.9883891556986
5,50.0,BAE,0.49,78750,0.0015536938818864199,35,9 23 5 25 35 31 33 35 35 29 27 31 31 35 31 29 31 31 31 31 31 31 29 31 27 27 29 27 29 29 29 27 29 29 29 29 29 27 31 27 29 31 29 25 29 29 27 29 29 27 29 29 29 29 29 27,1.0,0.0013241274489422805,35.0,-7.878065522657414
5,50.0,BIQAE,0.49,12800,0.0014784601786013152,173,1 3 7 21 51 173,1.0,0.0010661898844641637,88.0,-7.24249169398964
5,50.0,CABIQAE_latentt,0.49,16300,0.007333384986168201,15,1 3 7 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15,0.0,0.0028977254839029076,9.0,-5.826122476429854
6,50.0,BAE,0.49,78500,0.0011855685176300756,37,5 21 15 33 33 31 31 29 29 31 29 31 33 37 35 33 31 31 31 29 31 29 29 31 29 31 29 29 33 31 33 29 31 33 29 31 31 29 31 33 31 31 31 31 31 31 31 33 33 33 31 31 31,1.0,0.0013388331164943534,37.0,-7.331124500008594
6,50.0,BIQAE,0.49,14200,0.0006865872039395482,193,1 3 11 25 51 193,1.0,0.0009559639429701783,98.0,-6.734765029191107
6,50.0,CABIQAE_latentt,0.49,17650,0.012118162215863482,19,1 3 9 9 9 9 9 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19,0.0,0.0028982275311356664,11.0,-5.1404491583384395
7,50.0,BAE,0.49,79650,0.0006815229545020784,35,5 21 23 19 29 31 35 31 29 29 29 27 27 27 25 27 27 27 27 27 27 27 31 33 29 31 31 29 27 27 31 31 29 31 31 31 31 31 33 33 33 29 31 33 33 31 31 31 31 31 29 29 29 29 35 27,1.0,0.0013031443886538652,35.0,-7.194937726338479
7,50.0,BIQAE,0.49,12000,7.755040595380791e-05,175,1 1 5 19 39 175,1.0,0.0010792517049683648,89.0,-8.14087476639762
7,50.0,CABIQAE_latentt,0.49,17750,0.01176902265684332,19,1 3 9 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19,0.0,0.002989049045000941,11.0,-5.440598308994969
8,50.0,BAE,0.49,79400,0.0001988790864496659,37,9 21 31 23 31 37 35 37 37 35 33 31 31 31 31 31 29 31 29 31 31 33 33 31 31 31 31 29 33 31 31 31 31 33 29 31 31 31 29 31 31 31 29 29 29 29 29 29 29 35 29 31 31,1.0,0.001347557592031201,37.0,-6.8877295445692805
8,50.0,BIQAE,0.49,12150,0.0002495271358102791,165,1 1 3 11 31 31 165,1.0,0.0011394025790491813,84.0,-7.834652669390525
8,50.0,CABIQAE_latentt,0.49,14900,0.006883927653198008,19,1 3 9 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19,0.0,0.002820579297381526,11.0,-6.1519279783309315
9,50.0,BAE,0.49,78600,0.001269914314461218,89,9 25 37 65 81 89 25 25 27 27 29 27 27 29 29 31 29 27 27 27 29 29 31 29 31 27 29 29 29 27 29 29 29 31 27 29 27 29 27 31 29 27 31 29 31 29 29 31 31 33 29,1.0,0.0014319118166111755,89.0,-5.794824499521361
9,50.0,BIQAE,0.49,15800,0.0008971073932970697,227,1 3 9 25 51 227,1.0,0.0007468741612257079,115.0,-6.6389549853312015
9,50.0,CABIQAE_latentt,0.49,17250,0.011586982753437058,19,1 3 9 9 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19,0.0,0.002998952029868579,11.0,-5.452044092385082
10,50.0,BAE,0.49,78600,0.0019629073220235327,41,7 13 23 27 31 35 39 41 37 37 37 35 35 37 37 37 37 35 37 33 33 33 33 33 33 33 35 33 33 33 35 33 35 35 31 33 33 33 33 31 33 31 33 31 33 33 31 31 33,1.0,0.001389217795201958,41.0,-5.918447892790027
10,50.0,BIQAE,0.49,7250,0.0009117746236932955,103,1 3 11 27 103,1.0,0.001775927421685225,53.0,-6.581797365774293
10,50.0,CABIQAE_latentt,0.49,18750,0.01333374106716223,19,1 1 3 9 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19,0.0,0.0029126032558323967,11.0,-5.947357107211255
11,50.0,BAE,0.49,78800,0.0003371722715526104,89,5 13 61 21 89 25 25 25 25 29 29 25 29 27 31 27 27 25 29 27 25 29 29 27 27 25 29 29 25 29 27 29 27 29 29 27 31 29 31 29 29 31 29 25 29 29 29 29 31 31 31 33 31 31 31,1.0,0.0012389008291394665,89.0,-5.24039539772115
11,50.0,BIQAE,0.49,10750,0.0003189589158547612,145,1 1 3 7 29 29 145,1.0,0.0012944955478171594,74.0,-6.771789316206505
11,50.0,CABIQAE_latentt,0.49,15850,0.008166129929387367,19,1 3 9 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19,0.0,0.0029782932403827067,11.0,-5.843423776475005
12,50.0,BAE,0.49,78750,0.0014588800536388113,37,9 23 37 35 29 33 31 35 33 33 35 31 35 33 33 29 31 31 31 31 31 31 31 31 31 33 31 31 31 31 33 33 31 31 31 29 29 29 33 31 29 29 31 31 31 31 31 29 29 31 31 31,1.0,0.0013457663478607662,37.0,-6.1336105905282015
12,50.0,BIQAE,0.49,10200,0.0010280107979339093,129,1 3 9 31 31 129,1.0,0.0014266889688608064,66.0,-6.231573112364356
12,50.0,CABIQAE_latentt,0.49,13300,0.005104277615666231,15,1 3 7 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15,1.0,0.002984733995773675,9.0,-5.573219722290478
1,50.0,BAE,0.57,78550,0.0010039744292276165,69,5 31 23 51 27 49 49 47 47 47 47 47 45 47 47 47 47 45 47 45 47 69 45 45 45 47 45 45 45 65 47 47 47 45 45 45,1.0,0.0013162367426545751,69.0,-5.6062803716890235
1,50.0,BIQAE,0.57,8600,0.0006965546318066229,119,1 1 3 3 7 7 31 119,1.0,0.0015401143746456292,61.0,-6.471514480589313
1,50.0,CABIQAE_latentt,0.57,11100,0.005708698071260843,49,1 3 3 3 19 19 19 19 19 19 49 49,0.0,0.0022205871958178025,26.0,-5.762492712254181
2,50.0,BAE,0.57,78350,0.00143415251692125,67,7 19 45 13 41 41 45 45 43 65 43 67 45 45 45 45 43 45 45 45 43 45 67 45 45 67 45 43 67 43 45 43 45 45 45 45,1.0,0.0013086834387003865,67.0,-6.021214811547468
2,50.0,BIQAE,0.57,11550,0.0007166790199517603,163,1 1 3 3 15 45 163,1.0,0.0011244241915071562,83.0,-6.501405458659841
2,50.0,CABIQAE_latentt,0.57,8700,0.005461498882142979,51,1 1 3 3 7 19 19 19 51 51,0.0,0.0018308932712337578,27.0,-5.761375793102502
3,50.0,BAE,0.57,78050,0.00023208447690237222,69,7 19 29 53 49 47 45 45 43 45 45 43 45 67 43 45 43 43 45 45 45 45 45 45 43 43 45 69 45 45 43 47 43 43 67 43,1.0,0.001325321131156798,69.0,-5.803552699725076
3,50.0,BIQAE,0.57,6250,0.0005988331516775247,87,1 1 3 3 7 23 87,1.0,0.0021364474027860125,45.0,-7.0236326628197405
3,50.0,CABIQAE_latentt,0.57,13800,0.0062801294176974,49,1 1 3 3 7 19 19 19 19 19 19 49 49 49,0.0,0.002559107755254808,26.0,-5.5982904493677665
4,50.0,BAE,0.57,78900,0.0009485242386376713,67,5 23 47 13 45 47 45 43 47 45 47 45 43 45 45 45 45 45 45 45 45 67 47 43 45 45 45 45 45 45 47 45 45 45 67 45 45,1.0,0.0013323083202516628,67.0,-6.471883166868498
4,50.0,BIQAE,0.57,7350,0.0022635184227709493,109,1 3 7 27 109,1.0,0.0017031218878987286,56.0,-6.166951660927774
4,50.0,CABIQAE_latentt,0.57,15250,0.003994779833679241,21,1 3 7 21 21 21 21 21 21 21 21 21 21 21 21 21 21,1.0,0.0029174516115050286,12.0,-6.025672443185327
5,50.0,BAE,0.57,77850,0.00046185611370330726,67,11 21 49 47 47 45 43 43 45 43 43 45 45 45 45 45 45 43 45 45 43 45 45 43 45 67 67 43 45 45 45 43 45 45 49 45,1.0,0.0013004659551191233,67.0,-6.301513688697703
5,50.0,BIQAE,0.57,6800,0.0009252145510594278,93,1 1 3 3 3 7 25 93,1.0,0.0019840849225939428,48.0,-7.616724055691882
5,50.0,CABIQAE_latentt,0.57,16450,0.005651708582149029,21,1 3 3 7 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21,0.0,0.0029254081177674807,12.0,-5.904632779870944
6,50.0,BAE,0.57,77950,0.0016237038091277967,67,11 21 41 43 45 45 43 45 45 45 45 45 47 65 45 45 43 67 43 45 45 43 45 45 43 45 43 43 65 45 45 43 43 45 45 45,1.0,0.0012933484542037021,67.0,-6.22816196630729
6,50.0,BIQAE,0.57,7050,0.0026844086696968805,105,1 3 7 25 105,1.0,0.0017699953241792077,54.0,-6.129065042123079
6,50.0,CABIQAE_latentt,0.57,14400,0.005650850520979911,49,1 1 1 3 3 3 7 19 19 19 19 19 19 19 19 19 49 49,0.0,0.0022154025996447557,26.0,-6.023283012805372
7,50.0,BAE,0.57,78700,0.00010568149046241704,67,9 21 43 49 49 17 45 45 45 67 45 45 43 45 45 45 45 45 67 43 45 43 45 45 45 45 45 43 45 45 45 45 45 43 45 45 45,1.0,0.001315482784527533,67.0,-6.734347915533854
7,50.0,BIQAE,0.57,6900,0.0022150852745292937,99,1 1 3 7 27 99,1.0,0.0017882484994783954,51.0,-5.776346007424425
7,50.0,CABIQAE_latentt,0.57,20600,0.0030213773517343556,43,1 3 3 3 15 43 43 43 43 43 43 43 43 43,1.0,0.0028750705724031045,23.0,-6.259354735874841
8,50.0,BAE,0.57,78600,0.0002650596468045663,67,7 13 43 45 41 45 43 43 45 45 45 65 43 45 67 43 45 45 45 67 45 43 45 45 45 45 43 67 45 45 43 67 67 45 45,1.0,0.0012954021121182047,67.0,-6.124453947588062
8,50.0,BIQAE,0.57,16350,0.0004190895202592637,239,1 3 3 3 17 61 239,1.0,0.0007395025444151826,121.0,-6.035492741260211
8,50.0,CABIQAE_latentt,0.57,12400,0.00018192468757205482,23,1 1 3 3 3 7 23 23 23 23 23 23 23 23 23 23,1.0,0.0028789525947843786,13.0,-7.60171845281794
9,50.0,BAE,0.57,78650,0.0002471743006426941,67,5 9 27 21 45 43 45 43 45 43 67 43 43 45 45 43 45 45 43 45 43 45 43 45 45 65 45 45 45 47 43 47 45 45 43 45 45 43,1.0,0.00131194156834602,67.0,-6.612061874428953
9,50.0,BIQAE,0.57,6400,0.0004640689402984899,87,1 3 3 7 27 87,1.0,0.0021015174093708677,45.0,-6.822976903126564
9,50.0,CABIQAE_latentt,0.57,9050,0.0031458778549087185,51,1 1 3 3 3 17 51 51 51,1.0,0.0024233497850092434,27.0,-5.992457765988328
10,50.0,BAE,0.57,79300,0.0022399671878345906,65,11 23 5 41 41 43 41 45 43 41 43 45 45 45 43 43 45 45 45 65 43 43 43 43 43 43 45 43 43 43 43 45 43 45 45 45 45 43 45,0.0,0.0012341677710343557,65.0,-5.235771717500069
10,50.0,BIQAE,0.57,7000,0.0011509476929039142,97,1 3 3 7 29 97,1.0,0.0018630258959934642,50.0,-6.71079509562588
10,50.0,CABIQAE_latentt,0.57,20700,0.008124854086286382,25,1 3 3 7 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25,0.0,0.0028887005861154003,14.0,-5.455358061291327
11,50.0,BAE,0.57,78800,0.00011218253946221335,65,7 13 31 49 45 45 45 47 47 65 43 45 45 45 45 43 45 45 45 45 45 45 65 43 45 45 45 45 43 45 45 45 45 45 45 43 43,1.0,0.001290705288802818,65.0,-6.206539722938757
11,50.0,BIQAE,0.57,6650,0.00010327735041193442,93,1 1 1 3 7 27 93,1.0,0.0019751990510248896,48.0,-7.431757427491531
11,50.0,CABIQAE_latentt,0.57,9350,0.005224459961629013,51,1 1 1 3 3 19 19 19 19 51 51,0.0,0.0017483992832784678,27.0,-5.192807612793288
12,50.0,BAE,0.57,79600,0.0005092292035717705,67,7 15 27 43 43 45 65 43 43 47 45 45 45 45 45 45 47 45 45 45 45 45 45 45 45 43 45 45 45 47 43 67 45 45 67 43 43,1.0,0.0012363875082607167,67.0,-7.963938282883836
12,50.0,BIQAE,0.57,7800,8.849202648297805e-05,113,1 3 3 7 29 113,1.0,0.0016545650692816882,58.0,-7.888303765102422
12,50.0,CABIQAE_latentt,0.57,2900,0.013950458098536789,37,1 1 3 3 13 37,0.0,0.002635424378008455,20.0,-4.44947978867771
1,50.0,BAE,0.58,79950,0.0016636363302182655,59,7 13 25 35 37 37 55 39 39 39 57 57 57 57 57 59 57 57 57 59 59 39 59 39 59 41 59 57 57 57 57 57 57 59,1.0,0.0012913025495229213,59.0,-6.180170504904384
1,50.0,BIQAE,0.58,10350,0.0009397763234917367,143,1 1 3 3 15 41 143,1.0,0.0012711147002064105,73.0,-6.757465754774003
1,50.0,CABIQAE_latentt,0.58,14200,0.00583237972442241,19,1 1 3 3 3 7 19 19 19 19 19 19 19 19 19 19 19 19 19 19,0.0,0.0029446438608858316,11.0,-5.837034210710924
2,50.0,BAE,0.58,78300,0.0017807011273096585,59,7 19 43 41 41 39 59 59 59 57 59 39 59 39 59 57 57 59 39 57 59 59 57 37 57 59 39 39 57 59 57 37 39,1.0,0.0013350653105020927,59.0,-6.141476303572756
2,50.0,BIQAE,0.58,4550,0.0004913517833045056,61,1 1 3 3 3 19 61,1.0,0.0029914521873692923,32.0,-7.548566364218702
2,50.0,CABIQAE_latentt,0.58,13850,0.0005970242163224615,19,1 1 3 3 3 19 19 19 19 19 19 19 19 19 19 19 19 19 19,1.0,0.0029114665260277506,11.0,-7.153185681540789
3,50.0,BAE,0.58,79850,0.0014269532573017996,63,7 15 41 43 39 39 61 59 41 59 59 41 63 41 61 41 59 41 59 59 59 59 39 59 39 39 39 59 59 59 39 59 59 59,1.0,0.0013304289251119261,63.0,-6.264686644285112
3,50.0,BIQAE,0.58,5400,0.0016382125640805878,73,1 3 3 7 21 73,1.0,0.00250249532665342,38.0,-6.5455207696720565
3,50.0,CABIQAE_latentt,0.58,14800,0.0008984739340731629,19,1 3 7 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19,1.0,0.0026796270123217725,11.0,-6.86775648655405
4,50.0,BAE,0.58,79100,2.0535297116097695e-05,79,9 17 35 37 55 37 39 37 39 37 59 57 59 59 59 41 59 79 39 59 59 59 59 59 39 59 59 39 59 59 59 59 59,1.0,0.0014064756434855052,79.0,-5.507888841606134
4,50.0,BIQAE,0.58,15300,0.00045324635157384385,217,1 1 3 3 3 19 59 217,1.0,0.0008538617031034201,110.0,-8.444770158940674
4,50.0,CABIQAE_latentt,0.58,15900,0.002569778194176142,19,1 3 3 7 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19,1.0,0.002888750996033085,11.0,-6.278673920012901
5,50.0,BAE,0.58,77850,0.0013375022444716,61,11 19 43 43 21 39 39 39 41 41 61 41 41 39 61 41 61 61 41 59 59 59 59 41 59 59 59 41 59 59 59 59 41 59,1.0,0.0013502333431425484,61.0,-5.857301758080942
5,50.0,BIQAE,0.58,13350,0.0006263957595780134,191,1 1 3 3 15 53 191,1.0,0.0009625881138614623,97.0,-6.578344494449906
5,50.0,CABIQAE_latentt,0.58,11000,0.002778744597157101,41,1 1 1 3 3 3 17 17 17 17 17 41 41 41,1.0,0.002996007722670335,22.0,-5.805916813757783
6,50.0,BAE,0.58,78000,0.0021249996008707583,79,9 19 39 59 39 39 59 39 57 57 59 59 59 57 39 59 79 59 39 59 59 41 59 59 41 59 59 39 39 39 41 39 59,1.0,0.001433102973610434,79.0,-6.597455360489501
6,50.0,BIQAE,0.58,6100,0.0014711752432068348,81,1 1 1 3 3 7 25 81,1.0,0.002237970391042121,42.0,-6.662376527394192
6,50.0,CABIQAE_latentt,0.58,14900,0.0027513269632080117,39,1 3 3 3 15 39 39 39 39 39 39 39,1.0,0.002998897879054274,21.0,-6.50685894115526
7,50.0,BAE,0.58,78200,0.00092903786961962,59,7 17 41 41 39 39 59 57 59 59 39 59 57 57 39 57 39 39 39 59 59 59 59 39 59 59 57 59 57 57 57 39 39,1.0,0.0014013137037621748,59.0,-6.695595098505199
7,50.0,BIQAE,0.58,14100,0.0009592348464608769,199,1 3 3 15 61 199,1.0,0.0009229610300434121,101.0,-6.2338327410886505
7,50.0,CABIQAE_latentt,0.58,11200,0.002163613581604551,21,1 1 3 3 3 3 21 21 21 21 21 21 21 21 21 21,1.0,0.0029294829242852982,12.0,-7.136425818534487
8,50.0,BAE,0.58,78300,0.0002989363585952365,59,11 21 41 41 39 41 59 39 59 41 59 59 59 39 39 59 41 37 39 59 57 57 59 57 59 59 59 39 59 59 59 59 59,1.0,0.0013501822851088585,59.0,-6.597842581784169
8,50.0,BIQAE,0.58,6700,0.0005127812818573885,95,1 3 3 7 25 95,1.0,0.0019458408678201256,49.0,-6.768864601458258
8,50.0,CABIQAE_latentt,0.58,9400,0.0023606876393571508,41,1 1 1 3 3 15 41 41 41 41,1.0,0.0026805419465157354,22.0,-5.855070784788111
9,50.0,BAE,0.58,79050,0.0009138214889284901,59,9 19 39 35 37 39 39 59 39 39 59 39 59 59 59 59 39 59 41 59 41 59 39 41 59 59 41 59 59 59 59 59 59 41,1.0,0.0013293193371038958,59.0,-6.492321363941917
9,50.0,BIQAE,0.58,7350,0.0007875009027571434,103,1 3 3 3 7 27 103,1.0,0.0017887407371684483,53.0,-6.730482602887832
9,50.0,CABIQAE_latentt,0.58,16450,0.0043525440291452,21,1 3 3 7 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21,1.0,0.00299504107103421,12.0,-5.8951649363856
10,50.0,BAE,0.58,79700,9.380660330626789e-05,61,7 15 31 45 57 59 39 39 59 59 61 59 59 39 61 59 59 41 59 39 59 39 39 59 59 59 39 57 59 59 59 59 59,1.0,0.0013638153345073567,61.0,-6.094112387343828
10,50.0,BIQAE,0.58,5850,0.00016317619238659375,81,1 1 1 3 7 23 81,1.0,0.002273548194407171,42.0,-7.3379782654582275
10,50.0,CABIQAE_latentt,0.58,7200,0.0050470878826189836,43,1 1 1 1 3 17 17 17 43 43,0.0,0.002746316675539928,23.0,-5.272854463258248
11,50.0,BAE,0.58,79300,0.00040298295010798846,59,7 15 23 41 37 39 57 57 37 57 39 39 57 57 39 59 41 59 39 39 59 39 59 59 59 39 59 57 39 59 59 41 59 59 59,1.0,0.0013478092068279768,59.0,-8.30866323960117
11,50.0,BIQAE,0.58,6950,0.0007390980731396546,99,1 3 3 3 7 23 99,1.0,0.001885816015593511,51.0,-7.017713021295087
11,50.0,CABIQAE_latentt,0.58,3400,0.04100552310746375,27,1 1 1 1 1 9 27 27,0.0,0.0019089496652014426,15.0,-3.4778356730449884
12,50.0,BAE,0.58,79400,0.00021948301591345754,59,7 15 37 39 37 41 39 59 59 59 39 57 59 59 39 59 59 41 59 41 59 39 59 59 59 57 59 59 57 57 59 59 59,1.0,0.0013423485672066082,59.0,-7.111421664426563
12,50.0,BIQAE,0.58,7100,0.0006035819528928954,101,1 1 1 3 3 7 25 101,1.0,0.0018331141765595138,52.0,-6.6926520824952185
12,50.0,CABIQAE_latentt,0.58,11950,0.0011482289568283122,41,1 3 3 17 17 17 17 41 41 41 41,1.0,0.0026498554250336537,22.0,-5.958430105478492
1,200.0,BAE,0.38,76000,0.00034278707539669995,93,13 5 89 7 65 63 91 91 93 91 91 91 91 89 93 93 91 91 91 89 93,1.0,0.0005837858171901522,93.0,-7.303631026452823
1,200.0,BIQAE,0.38,9650,0.001581613663873771,135,1 1 1 3 11 41 135,1.0,0.0012571286911836066,69.0,-5.945497710330319
1,200.0,CABIQAE_latentt,0.38,10850,0.004546668343370142,79,1 3 3 13 39 79 79,1.0,0.002523861024606361,41.0,-6.51865616434954
2,200.0,BAE,0.38,77550,0.0006500359792825927,101,7 31 63 89 79 91 91 93 91 93 91 91 89 91 91 101 77 89 101 89,1.0,0.0005800378366110914,101.0,-6.301362603375187
2,200.0,BIQAE,0.38,10000,0.0004116936566394003,143,1 1 1 1 3 11 39 143,1.0,0.0012757845657117572,73.0,-7.180778440529941
2,200.0,CABIQAE_latentt,0.38,6550,0.00033793394868775195,75,1 1 1 3 13 37 75,1.0,0.002422938781755951,39.0,-7.11477234067488
3,200.0,BAE,0.38,76550,0.0006764061273858424,91,9 19 77 81 91 91 91 91 89 91 91 91 89 91 77 89 89 91 91 91,1.0,0.0005630310522536375,91.0,-6.337646666845267
3,200.0,BIQAE,0.38,9100,0.00038311571952087675,129,1 1 3 11 37 129,1.0,0.0014037727697499558,66.0,-6.829727149665884
3,200.0,CABIQAE_latentt,0.38,4600,0.0035814171534382933,61,1 1 1 7 21 61,1.0,0.0014704810521774248,32.0,-4.907741182674483
4,200.0,BAE,0.38,72750,8.493994204905597e-05,195,13 7 75 77 79 77 91 101 91 93 91 91 89 101 91 91 195 181,1.0,0.0005959899151020132,195.0,-6.312159232771666
4,200.0,BIQAE,0.38,14000,0.00023799712268313122,205,1 3 3 15 53 205,1.0,0.0008894952430649194,104.0,-6.647212658407968
4,200.0,CABIQAE_latentt,0.38,10500,0.001757403205815411,77,1 1 1 1 1 3 11 37 77 77,1.0,0.002388386430536571,40.0,-5.876452157129031
5,200.0,BAE,0.38,79900,0.0004677423492982502,93,9 17 91 35 81 91 91 89 89 93 93 93 91 89 89 91 91 91 91 91 91,1.0,0.0005465644950738979,93.0,-6.309134275425204
5,200.0,BIQAE,0.38,9850,0.0014658270365917048,143,1 1 1 3 11 37 143,1.0,0.0012789360391447235,73.0,-6.691498630505657
5,200.0,CABIQAE_latentt,0.38,7100,0.006060564410183433,83,1 1 1 1 3 13 39 83,0.0,0.0015599448575041308,43.0,-5.600348069095066
6,200.0,BAE,0.38,78400,0.001161340362228258,193,9 33 93 91 91 93 91 75 89 91 101 77 91 91 91 89 89 181 193,1.0,0.0005601024858034598,193.0,-5.501722001220253
6,200.0,BIQAE,0.38,10850,4.819756407259401e-05,159,1 1 1 3 13 39 159,1.0,0.0011387163345326912,81.0,-8.665662519940724
6,200.0,CABIQAE_latentt,0.38,11750,0.0029283385141627427,89,1 1 1 1 3 11 39 89 89,1.0,0.0019023312835061423,46.0,-6.614376231569169
