profile,scenario_id,objective_ry_offset,a_true,rep,budget,algorithm,estimate,abs_error,nrmse,k_max_budget,time_to_budget_seconds
realistic,4,-0.26749771541378475,0.06037567338876554,8,300,CABIQAE_latentt,0.06323580478076196,0.0028601313919964233,0.04737224831563742,3,0.011030603067673828
realistic,4,-0.26749771541378475,0.06037567338876554,8,525,BIQAE,0.05085635283323761,0.009519320555527927,0.15766814713985855,3,0.02355611915119367
realistic,4,-0.26749771541378475,0.06037567338876554,8,525,CABIQAE_latentt,0.06323580478076196,0.0028601313919964233,0.04737224831563742,3,0.0193035553684292
realistic,4,-0.26749771541378475,0.06037567338876554,8,917,BIQAE,0.05085635283323761,0.009519320555527927,0.15766814713985855,3,0.041144688117418275
realistic,4,-0.26749771541378475,0.06037567338876554,8,917,CABIQAE_latentt,0.05861749110598141,0.0017581822827841265,0.02912070680293699,9,0.03371687671018967
realistic,4,-0.26749771541378475,0.06037567338876554,8,1604,BIQAE,0.05712478619076139,0.0032508871980041487,0.053844321984971195,11,0.07196955260669456
realistic,4,-0.26749771541378475,0.06037567338876554,8,1604,CABIQAE_latentt,0.05861749110598141,0.0017581822827841265,0.02912070680293699,9,0.05897695773516274
realistic,4,-0.26749771541378475,0.06037567338876554,8,2805,BIQAE,0.05712478619076139,0.0032508871980041487,0.053844321984971195,11,0.12585697946494903
realistic,4,-0.26749771541378475,0.06037567338876554,8,2805,CABIQAE_latentt,0.060152584129962994,0.0002230892588025446,0.003695018975043948,29,0.1031361386827503
realistic,4,-0.26749771541378475,0.06037567338876554,8,4905,BIQAE,0.05908650359913144,0.001289169789634101,0.02135247057756186,49,0.2200814560697237
realistic,4,-0.26749771541378475,0.06037567338876554,8,4905,CABIQAE_latentt,0.060152584129962994,0.0002230892588025446,0.003695018975043948,29,0.1803503601564671
realistic,4,-0.26749771541378475,0.06037567338876554,9,300,BAE,0.5350823369278316,0.47470666353906604,7.86254855465343,3,0.13160870652404374
realistic,4,-0.26749771541378475,0.06037567338876554,9,300,BIQAE,0.046885047946072296,0.013490625442693242,0.2234447201247038,3,0.011022403061373165
realistic,4,-0.26749771541378475,0.06037567338876554,9,300,CABIQAE_latentt,0.03642464162241811,0.023951031766347428,0.39670003532919834,1,0.017000097758127546
realistic,4,-0.26749771541378475,0.06037567338876554,9,525,BAE,0.5350823369278316,0.47470666353906604,7.86254855465343,3,0.23031523641707652
realistic,4,-0.26749771541378475,0.06037567338876554,9,525,BIQAE,0.046885047946072296,0.013490625442693242,0.2234447201247038,3,0.019289205357403038
realistic,4,-0.26749771541378475,0.06037567338876554,9,525,CABIQAE_latentt,0.048109756874502155,0.012265916514263384,0.2031599123587709,5,0.029750171076723203
realistic,4,-0.26749771541378475,0.06037567338876554,9,917,BAE,0.16851441587688726,0.10813874248812172,1.791097911104106,7,0.40228394627516034
realistic,4,-0.26749771541378475,0.06037567338876554,9,917,BIQAE,0.046885047946072296,0.013490625442693242,0.2234447201247038,3,0.03369181202426398
realistic,4,-0.26749771541378475,0.06037567338876554,9,917,CABIQAE_latentt,0.048109756874502155,0.012265916514263384,0.2031599123587709,5,0.051963632147343196
realistic,4,-0.26749771541378475,0.06037567338876554,9,1604,BAE,0.16851441587688726,0.10813874248812172,1.791097911104106,7,0.7036678842152204
realistic,4,-0.26749771541378475,0.06037567338876554,9,1604,BIQAE,0.055315806517171384,0.005059866871594154,0.08380638405493418,11,0.058933115034808525
realistic,4,-0.26749771541378475,0.06037567338876554,9,1604,CABIQAE_latentt,0.05741864361779021,0.002957029770975325,0.04897717251010499,11,0.09089385601345527
realistic,4,-0.26749771541378475,0.06037567338876554,9,2805,BAE,0.06438956686309494,0.0040138934743294,0.06648196614691984,17,1.2305414059998088
realistic,4,-0.26749771541378475,0.06037567338876554,9,2805,BIQAE,0.055315806517171384,0.005059866871594154,0.08380638405493418,11,0.10305946862383909
realistic,4,-0.26749771541378475,0.06037567338876554,9,2805,CABIQAE_latentt,0.05741864361779021,0.002957029770975325,0.04897717251010499,11,0.15895091403849254
realistic,4,-0.26749771541378475,0.06037567338876554,10,300,BIQAE,0.11881585742509243,0.05844018403632689,0.9679425628932398,1,0.007489310552687136
realistic,4,-0.26749771541378475,0.06037567338876554,10,300,CABIQAE_latentt,0.03642464162241811,0.023951031766347428,0.39670003532919834,1,0.01414327705078211
realistic,4,-0.26749771541378475,0.06037567338876554,10,525,BIQAE,0.06253470936009194,0.002159035971326398,0.035760031319636475,3,0.013106293467202488
realistic,4,-0.26749771541378475,0.06037567338876554,10,525,CABIQAE_latentt,0.05311757605082172,0.007258097337943817,0.12021559231659641,5,0.024750734838868693
